,,,,,,,,Unnamed: 0,date,review,rating,isEdited,title,userName
6751,2020-11-19 14:20:37,넘 잘 사용하고 있고 다 좋은데 갑자기 프로필 뮤직 편집 기능이 안되는 이유는 뭐죠? 다시 앱을 끄고 들어가도 프로필 뮤직을 바꾸는 버튼을 누르는 순간 앱이 멈춰서 아무것도 안 눌립니다 오류버그 현상 좀 해결해주세요ㅠㅠ,4.0,False,프로필 뮤직 편집 렉,페메초심찾자,,,,,,,,
6752,2021-02-05 17:24:42,"프로필 사진 다르게 할 수 있는 기능 
싫어요 악용 가능성 많습니다 
싫어요",1.0,False,프로필 사진 다르게 하는거 싫어요,프사싫어요,,,,,,,,
6753,2021-01-02 04:26:08,매우 만족하지만 카카오톡 공식테마를 조금 더 추가해 주시면 안될까요? 공식테마 사용하고 싶은데 카카오 프렌즈에 유치한것밖에 없어서 자연 배경 등의 아름다운 테마도 사용하고 싶어요 부탁합니다,5.0,False,카카오톡 공식 테마 추가,llwlkkksdbej,,,,,,,,
6754,2020-12-22 04:19:40,글씨체 업데이트해쥬세요ㅠㅠㅠㅠ,5.0,False,글씨체,까꽁@12,,,,,,,,
6755,2020-12-09 10:14:31,좋긴한데요 저 카톡인증을 해줬었는데 한 1일정도 있다가 글어가면 된다고해서 했는데요 카톡이 정지? 그런거 당해서 아예 로그인이 안되요 카톡으로 가족들이랑 얘기하는데 어떡하죠 ? 도와주세요 제발요,5.0,False,카톡정지,ㅓ러ㅜ루처,,,,,,,,
6756,2020-11-22 19:05:34,"이번에 업데이트가 된다하던데
사람마다 다른프로필로 보여질수게끔 설정하는건
너무 악용할 사례가 많을꺼같네요..
그냥 내가 선택한 사람만 프로필 안보이게 하는 
기능만 추가된다면 딱 좋을꺼같습니다!",5.0,False,멀티 프로필,머쟁이토마토,,,,,,,,
6757,2020-10-31 12:45:46,"이모티콘을 20개 가까이 되는걸 다 사는게 아니라 하나씩 낱개로 살 수 있으면 좋을거같아요 쓰는것만 쓰고 마음에 드는거 한두개때문에 나머지 안쓰는거까지 있으니 비효율적인거같아요
그리고 프사 확대 안되는 기능은 추가할 수 없나용??",4.0,False,이모티콘,션마밍즈,,,,,,,,
6758,2020-11-19 14:08:53,"안녕하세요 아이폰 사용자 입니다 카카오톡 뮤직을 편집할려 하면 자꾸만 렉이 걸리네요 물론 저 맣고 다른 분들도 그런 것 같습니다 이 점 말고는 만족합니다 
감사합니다.",5.0,False,이점 고쳐주세요,영자일나라,,,,,,,,
6759,2020-10-15 00:54:24,"왜 지웠다 깔면 몇개빼고 대화내용이 다 사라져요??
피해보고있어요 중요한것들도 많은데 아;;;;좀 어떻게 해주세요;;",5.0,False,진짜 뭔가요??불편해요 완전,ᴾᴼᴹᴵ,,,,,,,,
6760,2020-03-22 17:51:34,"전환되는 시스템 만들어주세요. 
그렇다면 훨씬 편리할 것 같습니다. 저와 같은 의견을 가진 사람들이 많은 것 같아요. 연관검색어만 봐도 사용자들이 사진 기록을 보이고 싶을 때와 단 하나만 보이고 싶을 때를 전환하고 싶은 의견이 많이 있다는 걸 알 수 있는 것 같네요. 만약 의견을 검토해서 반영해주신다면 더욱 좋은 평가를 받을 수 있을거에요.",3.0,False,클릭 한번에 프로필 사진 히스토리가 전부 나만보기로,Hdhshshshsjjsjz,,,,,,,,
6761,2020-09-30 00:23:24,"카톡 정말 좋은 메신저 앱입니다.
현재 pc에 하나 모바일 기기에 하나씩 계정을 연동할 수 있게 만들어주셨는데,,
혹시 그런 연동에 제약을 풀어주었으면 하는 바람에 리뷰를 다시 씁니다.",5.0,False,카톡 정말 좋은 메신저 앱입니다,rlaarod,,,,,,,,
6762,2020-09-17 14:45:18,카카오톡 타임라인? 부분에 좋아하는 노래 남기는거 좋았는데 이젠 안되서 너무 슬퍼요 ㅠㅠ 프사나 배사만 남고요ㅠㅠ 그 당시에 좋아했던 노래 감성이 느껴져서 보는 재미가 쏠쏠했는데...,4.0,False,진짜 다 좋은데 프로필뮤직기록 남기는거 다시 살려주시면 안되나용 ㅠㅠ,햄찌냠,,,,,,,,
6763,2020-09-14 15:03:42,와 진짜 느리네. 라이트 버전이 필요하네.,1.0,False,어플 왜 이렇게 무거워짐?,jina8888,,,,,,,,
6764,2020-09-03 12:40:25,안녕하세요 오픈채팅을 자주 사용하는 사람 중 한 명인데요 카트프로필에 하트를 다른 사람이 못 누르게 하는 걸 만들어주셨음 좋겠어요 원하지 않는데 자꾸 사람들이 하트를 눌러서 짜증나요,5.0,False,카드프로필 하트 누르기 금지 만들어주세요 ㅠ,유설지,,,,,,,,
6765,2020-08-18 13:43:56,"우리나라 대표하는 메신저인게 한심할 만큼 거지같은 앱
대중적인 것 빼곤 최악
문의사항도 한달가까이 걸려서 대답오고 오는 대답도 심심이보다도 못한 프레임에 맞춰진 대답",5.0,False,계정 두개 사용중,아편장사꾼,,,,,,,,
6766,2020-08-12 12:20:58,너무 잘쓰고 있는 앱 인데요 이게 안돼더라구요 ㅠㅠ 다름아닌 오픈프로필 들어가는 건데요 친구의 오픈프로필 채팅에 들어갈려했는데요 대화상대가 많아 들어갈수 없다고 돼어있는데요 그친구는 대화상대가 많지앟다고 하더군요 그리고 절 못들어오게 차단한것도 아니구요 ㅠㅠ 와이파이도 잘 뜨고요 계정삭제도 해보았는데 안돼더라구요 ㅠㅠ 왜그런지 모르겠네요 ㅠㅠ,4.0,False,오픈프로필,유또랍니당,,,,,,,,
6767,2020-08-02 15:41:03,"로딩이 바로 안되고 
분명히 2박3일 여행일정을 저장해뒀는데 캘린더에는 10일간으로 표시되네요.. ㅠㅠ 몇번을 삭제하고 새로 해봐도 똑같습니다. (날짜는 제대로 설정됐는데 캘린더상 막대표시가 이상해요)",4.0,False,카카오톡 캘린더 오류,마리모모.,,,,,,,,
6768,2020-08-01 07:58:54,오늘 갑자기 카카오톡 단톡중 1개에 친구 이름이 전혀 상관 없는 단톡의 사람(친구추가안됨) 의 이름으로 알림이 뜹니다. 카카오톡에 들어가면 그렇게 안되어있는데 알림만 계속 상관없는 사람 이름뜨다가 다시 제가 저장했던 칭구명칭이 뜨다가 섞여 뜨네요..,4.0,False,버그인지 오류인지 이상해서 삭제후 다시 다운중이에요 ㅠㅠ,한눈에바라보깅,,,,,,,,
6769,2020-07-22 17:53:36,이 안돼요.. 한 100번 시도했는데 없어져요 ..,1.0,False,프로필 뮤직 설정,재팅,,,,,,,,
6770,2020-07-20 03:37:59,"아이폰se1 사용자는 실험실에 
오픈채팅이랑,,일반채팅 구분하는게 없더라고요... 만들어주시면 감사하겠습니다..",5.0,False,아이폰se1 사용자인데...,강갱잉,,,,,,,,
6771,2020-07-19 16:58:06,진짜 하나도 안 궁금하고 안 웃긴 방구석 인터넷 중독 여초 페미들이 올린 글들 좀 안 보고 싶어요.. 거의 도배 수준이에요,4.0,False,#FUN,eunsutlqkf,,,,,,,,
6772,2020-06-25 06:14:04,다른건 다 되는데 카톡만 아예 보내지지도않고 오지도 않고 작동이 안되네요 간헐적으로 몇번 이랬었는데 당장 카톡이 필요할때 이러니까 진찌 개빡칩니다.,5.0,False,오류좀 고쳐주세요,구수르으는ㄴ,,,,,,,,
6773,2020-06-12 07:25:01,"#검색기능 말고 #부분 뉴스나 연예 스포츠 보는 부분 제 임의대로 삭제하거나 안보이게 할 수 있는 기능 넣어주세요!
수험생이라 sns는 다 지웠는데 
#부분에서 시간을 많이 할애하는 것 같아서요ㅠㅠ 강제적으로라도 눈에서 안보이게 하고싶어요ㅠ 그렇다고 카톡을 지울수는 없으니까요ㅠ",4.0,False,#검색기능 말고 #부분삭제,별명생생이,,,,,,,,
6774,2020-05-30 03:20:30,진짜 이 하나만! 하나만 추가해주세요... 디데이가 3개밖에 안되는게 너무 불편해요 디데이 갯수좀 제발 늘려주세요ㅠㅠㅜㅜ!!! 디데이 5개까지만 추가해주세요 그러면 카카오톡 진짜 너무 엄청 그냥 최고 완벽한데...,5.0,False,제발제발 추가해주세요ㅜ,갓카이토❤️,,,,,,,,
6775,2020-05-21 17:04:26,카카오톡을 연락용으로만 사용하는 분들,, 학생들에게 채널기능은 독이 되는경우도 많고 너무나도 불필요한 기능이에요... 아예 없애는게 아닌 온오프 기능을 만드는것에대해 고려 부탁드려요!,5,False,채널 온오프 기능을 만들어주세요,hyngy35,,,,,,
6776,2020-05-12 19:04:47,정말 죄송합니다. 정지를 먹었는데 카카오톡을 삭제하였다 다시 깔았습니다. 그런데 안 되네요. 정말 죄송합니다. 다시는 이런 일 없게 하겠습니다. 학생입니다 ㅜㅜ 제발요..반성 진짜 많이 하고 있습니다. 학교 톡도 봐야하고 가족톡도 해야합니다 운영자님 제발..봐주세요 정말 죄송합니다,5.0,False,죄송합니다.,똥이되기위한일,,,,,,,,
6777,2020-04-08 23:38:05,"이모티콘은 많아졌는데 사용할때마다 창이 작아 잘 뵈지도 않고 불편해요. 
라인은 이모티콘 선택할때 상단으로 스와이프 하면 이모티콘이 전체화면으로 많이 떠서 쉽고 한눈에 들어와서 선택 가능해요. 해주세요!!!",5.0,False,이모티콘 보기 확장해주세요,romantic0819,,,,,,,,
6778,2020-04-01 15:49:10,"1 업뎃 이후 카톡 내 동영상 재생 시 소리가 안 납니다
2 차단하지 않아도 프로필을 비공개로 할 수 있는 기능을 만들어 주세요",4.0,False,현재 피드백,최탁호,,,,,,,,
6779,2020-03-16 14:36:55,제가 언니에게 이모티콘을 선물해줬는데요,, 결제가 완료되었다고 떠서 확인누르고 X누르고 껐어요 계좌에서 돈도 빠져나갔구요 근데 언니한테 이모티콘이 안갔어요 무슨 일이죠? 어떻게 해야 해요?,5,False,고쳐주세요,텔레토비 뚜비,,,,,,
6780,2019-11-08 05:15:35,다크모드도 배경설정 할 수 있게 해주세요ㅜㅜ,3.0,False,다크모드 배경설정,98___0219,,,,,,,,
6781,2020-02-04 19:57:18,근데 계속 같은 창 뜨고 메세지 수신 및 발신 안됨 심지어 다른 기기도 없고 재인증하며 비밀번호도 바꿔봄.. 며칠 전부터 사진 와도 안 보이고 전송은 먹통되는 오류가 뜨던데 이번에는 인증 오류인가요? 해킹인지 뭔지 판단이 안 돼서 일단 문의 다시 남기고 탈퇴후 삭제 상태긴 한데 개인정보 유출이라거나 앱 오류 인식하고 있으면 다운그레이드를 하던지 어떻게든 해결해야 하는 거 아닌가요?.. 저야 카톡 안 쓰는 게 훨씬 좋지만 주변 환경은 그렇지 않아서 부득이하게 할 수 밖에 없는데 이런 식이면 되는 건지 ㅎㅎ 빨리 오류 잡고 어떻게든 좀 해주세요;,1.0,False,다른기기 연결되어 있거나 인증 만료 떠서 수십번 인증함,J_Genius,,,,,,,,
6782,2020-02-01 11:57:47,아니 혹시몰라서 말하는데 참고로 전 아이폰이구요 2주 전 오픈채팅 정지를 당해 2.1인 오늘 풀리는데 오후 10시에 풀리는데 제가 정지를 많이 당해봐서 보통 몇시간 전에 풀리는데 ,, 제가 어제 카톡을 지웠다ㅏㄱ 오늘 까는데 안된데요 그래서 지금 8:57분에 로그인 됬고 인증번호하는데서 막혀요 ;; 안된대요 ;; 뭐죠,4,False,뭐죠,슬펑요용,,,,,,
6783,2020-01-04 02:09:33,"최근리뷰보면 몇몇분 계신데 이거 해결좀 부탁드려요 ㅜ

Pc카톡 하려고해도 모바일에서 입력해야 연동되는거있어서 아에 튕겨버리니 뭘 할수가없네요",4.0,False,업뎃이후에 튕김있는데,나하로마트,,,,,,,,
6784,2019-12-24 03:40:45,아이폰 사용자이고 이번에 13.3 으로 소프트 업데이트 한 이후로 앱실행이 안되네요 새로 지우고 까는것도 안되서 답딥하네요 왜이런가요?,5.0,False,항상 잘쓰고 있습니다,희야호호,,,,,,,,
6785,2019-12-09 18:49:10,정말 다 마음에 들어요 저는 여태 카톡으로 불편함을 느낀 적은 없습니다 하지만 예쁜 폰트도 추가해 주셨으면 좋겠어요ㅠㅠ 다음 폰트는 aa사랑스러워 추천할게요!!!!,5.0,False,예쁜 폰트도 추가해 주세요~,욘을누가쓰는거죠????,,,,,,,,
6786,2019-12-07 10:16:54,"채팅이랑 오픈채팅이랑 분리된 것처럼 채널도 분리시켜 주세요!
채널들에서 톡이 계속 오는데 그것 때문에 채팅창 지저분하고 개인톡도 밑으로 내려가서 채널차단이랑 방나가기만 하다보면 내가 뭐하는건지 싶고... 제발 개선되었으면 좋겠네요.
채널 차단을 하고싶지않은데 알림 때문에 짜증나서 차단하게되고 삶의 질이 떨어져요ㅠㅠㅠㅠㅠ",4.0,False,채널이랑 채팅이랑 분리 시켜주세요!!,채니채니이,,,,,,,,
6787,2019-11-15 08:21:25,데레데레님 작품 ‘세상에서 제일’ 시리즈중에서 9,,10,,11번 작품을 게임별 스토리에 올려주실수 있나요? 할수있으면 꼭 해주시길 바라겠습니다. 카카오톡 화이팅!,5,False,제 부탁을 들어주실수 있을까요?,Peanut1644,,,,
6788,2019-07-14 01:04:20,저는 이번 업뎃이 개인적으로 정말 맘에 들거든요. 갠적인공간을 꾸미는걸 좋아해서 그런지 정말 좋아했는데,, 그 텍스트를 지우는게 잘 안 돼네요. 지금 다시 꾸밀려고 하는데 안 지워져서 몇 번을 다시 했는데 하다하다 리뷰를 남겨요 . (아이폰8)유저입니다 . 이부분 개선 해주세요. 굉장히 치명 적이네요..,3,False,업뎃,☀️썬,,,,,,
6789,2019-10-27 17:10:25,다크모드 쓰는데 카카오톡 검정색 고정 되는건 진짜 불편해요; 제발아아랄ㄹ,1.0,False,아니 다크모드,김치볶음밥잘해요,,,,,,,,
6790,2019-10-11 09:47:03,"위와 같은 기능 좀 만들어주세요. 이 사람이 누군지도 모르겠고 왜 친구가 되있는지도 모르겠는데 친구가 되있는경우도 있구요 이제 더이상 아는 사이가
아닌경우,, 전번이 바뀌면서 다른 사람들로 바뀐경우등 친구가 모르는 사람인 경우도 있는데 차단이랑 숨김 기능밖에 없어서 불편해요",5.0,False,친구삭제기능,...왜 나한테 그러냐,,,,,,,,
6791,2019-09-27 10:12:10,"해킹 비슷한걸 당해서 지금 카톡 아무것도 안들어가지고 pc카톡에선 60일 정지라고하네요,,
그리고 홈피에 문의를 보냈는데 안보시고 
전화도 계속 안받으시면 어쩌잔거죠? 
제발 빨리좀 봐주세요.",4.0,False,해킹,갓병싄,,,,,,,,
6792,2019-08-26 12:40:59,"돌겠네 진짜ㅋㅋㅋ분명히 해제해놨던것 같은데 왜 또 생겼나 했습니다. 아무리 설정 뒤져봐도 없길래 업데이트 공지사항 읽어 봤더니 별도의 설정 필요없이 일정간편등록 가능??
해제 기능을 없애고 디폴트로 설정해둔겁니까 아니면 있긴한데 제가 해제 기능을 못찾는 겁니까? 아 기본적으로 사용자가 해제는 할 수 있게는 해놔야지요 날짜 요일에 밑줄 그어지는거,, 그거 누를때마다 일정 등록 나오는 기능 저처럼 안쓰는 사람도 있을텐데ㅋㅋㅋㅋ아니 오히려 잘못 눌러서 채팅방에 일정 등록 될까봐 겁나요 설정에 해제하는것도 추가 좀 해주세요. 아무리 좋고 편리한 기능일지라도 누군가에게는 안좋고 필요없는 기능일 수 있습니다",2.0,False,일정간편등록 설정에서 해제할 수 있게 해주세요,조인성웅,,,,,,,,
6793,2019-07-09 16:15:06,제발 다시 되돌릴수있게라도 해주면 안되나요???어쩜 업뎃 될때마다 개별로일수있죠??진짜 능력이라면 능력이네요. 프로필 배경사진도 겁나 확대돼서 화질만 더 구려지고 사진 올리기 부담스럽고 보기도 어렵고 아주 그냥 가지가지하게 불편하네요🍆💦진짜 이 나이 먹고 진지하게 페메로 갈아탈까 진지하게 고민했어요 제발 원상복구라도 할수있게 해주세요 제발,3.0,False,이번 업뎃 개맘에안들어요,공주얼리,,,,,,,,
6794,2019-07-05 15:16:56,"카카오톡 정말 잘 사용하고있는데요
배경사진이 1:1일때가 훨씬 좋았는데 왜이렇게
길쭉하게 바뀐거죠 ㅠㅠㅠ
다시 바꿔주시면 안되나요.. 다른사람들도 다 공감할것같은데 배경바꾸면 사진 확대되서 나오고
안예뻐요..",4.0,False,카카오톡 업데이트,까-톡,,,,,,,,
6795,2019-07-09 14:03:21,혹시 몇시 몇분에 읽었는지 나타나게 해주실수 있나요? 안 된다면 어쩔수 없구.... 근데 앱 진짜 ㄹㅇ 잘 쓰고 있습니다. 만들어주셔서 감사합니다!!!❤️❤️❤️,5.0,False,다 좋은데 혹시...,AB6IX 사룽해 ❤️,,,,,,,,
6796,2019-05-30 11:13:17,만약에 친구가 카톡을 하고 있어요 근데 제가 라이브로 보고싶은데 톡방에 들어갈수가 없잖아요 ㅠㅠ 그래서 관전같은거 있으면 좋겠어용 ㅠ 그냥 들어가면 실례니까 그 초대를 받거나 요청을 해서 한명이라도 허락하면 관전되게 해주세요 ㅠㅠ 누가 관전하는지랑 하는사람 있는지는 안뜨게 하구여 ㅠㅠ 제발 만들어주세요ㅠㅠㅠㅠ 별은 관전땜 한개빼요 ..ㅠㅠ,4.0,False,관전도 만들어주세요ㅠ,후 ㅠ,,,,,,,,
6797,2019-06-19 14:17:33,"이거 말고는 바랄게 없어요.. 

그리고 ㅠㅅ ㅠ 예전에 삿던 이모티콘 3개랑 신규 이모티콘1개 교환할 수 있는 그런 이벤트도 햇음 좋겠어요...",5.0,False,제발! 폰트 좀! 늘려! 주세요!,마니엥,,,,,,,,
6798,2019-05-02 15:31:26,"몇년전부터 카카오톡 알림 딩동음만 쓰고읶는데
예전에 있던 알림음은 다 없애고 새로운 알림음들이 많이 생겼더라구요 새로운게 생긴 건 좋은데 
왜 굳이 잘 쓰고있는 기존 알림음들을 없애야했나요... 일부러 업데이트 안하는중입니다 
다시 부활시켜주세요.......",4.0,False,업데이트 후 알림음,의동띠,,,,,,,,
6799,2019-04-06 08:07:09,문득 업데이트하다가 항상 평점이 왜 이럴까 싶어서!!! 스마트폰 처음 나오고부터 항상 카톡쓰고 있는데 폰 바꿀때 마다 ‘카톡’부터 먼저 깔구 없으면 생활이 안 되는 사람으로서 항상 응원합니다! 빠이팅팅!!,5.0,False,빠이팅팅입니다!,qlfnfieaj,,,,,,,,
6800,2018-05-27 21:00:10,업데이트 이후로 와이파이랑 데이터가 다 되는데도 카톡이 안보내져요. 카톡안에서 친구 업뎃이랑 뉴스피드 올라오는 건 다 볼 수 있는데 왜 채팅이 안되는지 잘 모르겠네요ㅠㅠ 폰이 이상한줄 알았는데 주변에 아이폰 쓰는 친구들도 업데이트 이후로 자꾸 끊기고 안보내진다네요 이 점 꼭 개선해주시길 바랍니다! 그거빼고는 너무 유용하게 잘 쓰고 있습니당,3.0,False,왜이럴까요,고쳐주세요꼭요,,,,,,,,
6801,2019-03-30 16:37:09,사진은 원본으로보내는게 되는데 왜 동영상은 원본으로 보내는게 안되나요?? 동영상보내면 자기맘대로 크기 줄여져서 화질도 음질도 구리게 전송됩니다...피씨버전에는 원본으로 보낼 수 있던데 핸드폰에서도 되게 업뎃해주시면 정말 좋을 거 같아요 ! 부탁드립니다,4.0,False,동영상,ajidkxk,,,,,,,,
6802,2019-03-29 05:23:27,그렇지만 갑자기 사진과 동영상 대부분것들이 갑자기 저장기간만료로 인해서 모두 날라갔습니다 복구시켜주세요 ㅠㅠ,5.0,False,메신저앱으로 최고입니다,삐꾸링,,,,,,,,
6803,2019-03-11 11:05:22,제가 다른 이유로 카카오톡 계정을 로그아웃 하고싶은데 아무리 찾아봐도 없네요 ㅠ 제가 그 이유는 말씀드릴순없지만 로그아웃 어떻해 하는거입니까?...,5.0,False,좀. 힘든 부분이 있네요.....,강력killer,,,,,,,,
6804,2019-02-26 10:27:50,단톡방의 톡게시판에 남들이 올린 게시글은 삭제가 안됩니다. 내핸드폰에서 내가 원하는 게시물만 남기는건 당연히 필요한 기능이아닐까싶습니다!! 내 대화창에서만 이라도 삭제되게하는 기능이 꼭 필요합니다 ㅠ,5.0,False,상대방이 올린 톡게시판 게시물삭제가능하게 해주세요,톡게시판,,,,,,,,
6805,2019-02-18 05:03:43,"카톡 오랫동안 잘 쓰고 있습니다.
아이폰 사용자인데 이번 업데이트 이후 카톡와서 알림 센터와 배너로 떴을 때 바로 읽으려고 들어가면 튕김 현상이 발생합니다.
튕김 후 홈화면에서 어플을 직접 들어가야지만 확인 할 수 있습니다.
업데이트 이후 계속 이런 현상을 겪고있습니다.
빠른 시일 내에 오류 수정 부탁 드립니다.",2.0,False,자꾸 튕기네요..,⭐️o_o⭐️,,,,,,,,
6806,2019-02-14 06:43:58,"잠금화면에 같은 톡방의 톡들이 더보기로 모아져서 너무 깔끔하고 좋아요
그런데 몇일 전 톡이 지우기를 해서 지우고 그후에 톡들을 주고받고 했는데도 어느순간보면 아주 예전 촉이 잠금화면에 남아있는데 왜이러는걸까요? ㅜ
아이폰7을 사용할때도 그랬는데 아이폰XS로 바꿨는데도 또 그런 현상이 나와요ㅜ 해결해주세요",4.0,False,아이폰 잠금화면,Pjh56015,,,,,,,,
6807,2019-02-10 10:51:14,그룹에서 다같이 페이스톡 할수 있는 기능좀 만들어 주세요 그게 너무 필요하기도 하고 아쉬워요 다른 회사 M으로 시작하는 앱은 다같이 할수 있는데 카카오톡은 너무 아쉽네야ㅜㅜㅜ,5.0,False,추가기능,최강효정,,,,,,,,
6808,2019-01-29 04:17:32,"이게 카톡오류인지 iOS자체의 오류인지 모르겠는데 알림하나가 안지워지고 계속 떠요 알림센터에 있는 것들을 다 지웠는데도 동일한 카톡알림메세지가 계속 떠있네요

좀비같아여 사라지지가 않아요... 심지어 그 메세지를 삭제했는데도 자꾸 알림센터에 떠있네요..ㅠㅠ 

카톡을 지우지 않고 해결방법이 있을까여...?ㅠㅠㅠㅠㅠ",4.0,False,XR오류,ab111725,,,,,,,,
6809,2019-01-21 03:39:55,보이스톡 오면 누르면 카톡화면 들어가도 전화받는화면안떠요 전화소리만들리고 스피커버튼눌러야하는뎅 통화화면 안나오니 종료할데 상대방종료하지않는이상제가 아무것도못해요,5.0,False,보이스톡 개선좀부탁드립니다,니코동!,,,,,,,,
6810,2019-01-17 14:49:02,사진 넘기는 방향 진짜 누가 바꾸자 했어요?????????????????아니 일본 만화책도 아니고,1.0,False,아니 사진 넘기는 방향,넌워눙니니어ㅓㄴ니메므누니,,,,,,,,
6811,2018-12-16 12:33:52,"무음이 아닌상태에서 진동으로 알림 받고싶은데 무음밖에없네요(실행중 진동말구요 그냥 화면잠궜을때도)
항상 잘쓰고 있습니다~ 감사해요",5.0,False,좋아요 알림음 좀 추가해주세요,fjkkhytt,,,,,,,,
6812,2018-12-13 06:42:12,"잼써서 애들이랑 맨날하는데요 알림기능에 라이브톡 켰을때 알림 와서 바로 들어가는것도 지원하면 너무 감사할 것 같아요 사실 다들 그룹채팅방 몇몇은 그룹알림 꺼놓잖아요 히히
+) 오픈 채팅방에서도 가능하게하면 너무 좋을 것 같아요 키키",5.0,False,라이브톡 기능,요리왕조아,,,,,,,,
6813,2018-11-11 16:00:21,설치가 아예 안됩니다. 오류 수정해주세요,1.0,False,설치가 안돼요,FloResta0705,,,,,,,,
6814,2018-09-25 07:42:20,카카오톡 화이트 테마 제일 좋아하는 테마인데 ㅜㅜ 업뎃하고 나니까 사라졌네요ㅠㅠ... 다시 화이트 테마 돌려주시면 안되나요? 기본 테마가 화이트톤으로 바꼈다지만. 채팅방이 화이트 톤으로 설정도 안되고,, 대화상자도 노란색보단 기존 화이트테마에서 처럼 진한색이 좋아요....ㅠㅠ 화이트 테마 제발 다시 돌려주세요오오오 ㅜㅜㅜㅜ!!,5,False,카카오톡 화이트 테마,슌주,,,,,,
6815,2018-09-08 16:54:45,"기존의 이미지에 익숙해진 건지는 몰라도 별로 좋다고 생각이 들진 않습니다...
이모티콘 선택할 때 종류별로 세로로 볼 수 있는 것은 정말 좋은 것 같아요 !",5.0,False,새 이미지 업데이트에 대해서,황대엄,,,,,,,,
6816,2018-09-07 02:25:03,구뜨,5.0,False,8.0 업데이트 좋네염,바라미,,,,,,,,
6817,2018-07-26 07:11:32,카카오톡을 몇년째 사용하고 있는 사람입니다! 보이스톡을 하게 되면 통화 잡음과,, 통화 끊김 현상이 너무 자주 일어나고 있어 불편을 겪고 있습니다 이 문제를 개선해주셨으며 좋겠어요🙏,5,False,보이스톡 통화 음질 개선,인유에리어,,,,,,
6818,2018-07-01 09:20:58,"아이폰에서 카톡 알림 설정할 때 소리하고 무음밖에 없던데 진동도 추가해주시면 안 되나요!!???ㅠㅠㅠ
카톡 소리 나는 건 싫은데 무음은 화면이 꺼져있을 때 카톡이 왔는지 몰라서요 ㅡㅠ 물론 알림음으로 소리를 켜놓고 아이폰을 무음모드로 바꾸면 화면 꺼졌을 때 진동이 오긴하지만 소리모드로 바꾸면 카톡 소리가 들려서 안 좋아요!! 
알림음에 보이스,, 멜로디,, 무음 말고도 진동도 추가해주세요!!!😭",4.0,False,알림 진동,Ddaz06,,,,,,,,
6819,2018-06-09 18:32:45,"‘내가 보낸 사진 삭제하기’ 기능이 생겼으면 좋겠어요~ 
단톡에서 사진 저장할 때 내가 보낸 것까지 다시 저장하게 돼서 좀 불편하네요 ㅠㅠ 
아니면 앨범 목록에서 누가 보낸 사진인지 구분할 수 있게 이름이 떴으면 좋겠어요.",5.0,False,의견 제안,dudpt,,,,,,,,
6820,2018-05-18 22:08:00,카톡친구 정리하느라 이모티콘 버리는거 감안하고 탈퇴하고 새로 가입했는데.. 카카오페이가 안되서 또 탈퇴하고 나니까 24시간 후에 재가입이 된다그러네요... 하루동안 사용을 못하다니.. 카카오뱅크랑 카카오페이 둘 다 사용하는 사람으로써 너무 불편한 방식이라는 생각이 드네요.. 카카오계정을 금융용 카카오톡용 카카오게임용으로 나누던지 ! 계정이메일을 바꿀 수 있게 해놓던지 조치를 취해주세요,3.0,False,탈퇴후24시간..,계정노답,,,,,,,,
6821,2018-05-27 04:30:57,"톡 잘쑤고있는 1인 인데요 근데 톡이 계속 안보내지고 안보내질때 뜨는 화살표만 계속 떠서 와이파이 문제인가하고 공유기 바로앞에가서 톡 보내봤는데 그것도 안되고요 몇분있다가 들어가면 보내질때도 있는데 안보내질때도 있어서 재전송하면 또 안보내져요 그래서 지웠다가 다시 깔았는데 변함없어서 이문제좀 어떻게 다시 해결을 하셔야 할꺼같아요 정작 급한 톡을 보내야힐때도 그렇게 하지를못해서 오히려 읽씹한게 되버려서 오해가 생긴적도있어요 오류같은데 이 오류좀 빨리 고쳐주시고요 짜증납니다 그리고 확인했는지 안했는지 모르니까 답변좀 달아줘요
오류 꼭 수정해주세요 열받습니다 데이터로 해도 안보내져요;;;;;",2.0,False,업뎃을 다시해야할듯,빨간망토백곰,,,,,,,,
6822,2023-08-28 07:07:46,제가 오픈채팅을 2개월했는데 오픈프로필이 3개인게 너무 적은 느낌이에요. 제가 잡덕이라 여러방을 운영하고 또 다른 방도 들어가있는데 너무 적은 것 같아요. 5개가 좋은 것 같은데 어떻게 안될까요? 답장해주시면 감사하겠습니다,3.0,False,오픈프로필에 관해서,흔한남매 짱,,,,,,,,
6823,2018-04-06 09:28:27,"을 해주실순 없나요 ㅎㅎ
그냥 좀 안친하고 그렇다고 삭제하기도 머하고 
내 일상을 알리고 싶지 않은데
이러기능 어떠신가요~",5.0,False,친구중에 내 프사를 기본으로 보이게 할수 있는기능,lily7974,,,,,,,,
6824,2018-03-15 04:59:11,"카카오 이모티콘을 너무 좋아하는지라 찾기 힘들정도로 이모티콘이 많아서 항상 보낼 때 시간이 너무 걸려요 ㅠㅠ
에비츄는 에비츄대로 카카오프렌즈는 카카오프렌즈대로 이런식으로 정리를 해놓고 싶은데
채팅창에 들어갔을때 이모티콘을 자기가 생성한 그룹별로 묶을 수 있는 기능이 생겼으면 참 좋겠네요",4.0,False,이모티콘 정리함이 생겼으면 좋겠어요,혜디야,,,,,,,,
